Entity,Code,Year,Human Development Index,Region
Cuba,CUB,2008,0.784,
Cuba,CUB,2009,0.784,
Cuba,CUB,2010,0.779,
Cuba,CUB,2011,0.776,
Cuba,CUB,2012,0.771,
Cuba,CUB,2013,0.766,
Cuba,CUB,2014,0.766,
Cuba,CUB,2015,0.765,
Cuba,CUB,2016,0.763,
Cuba,CUB,2017,0.764,
Cuba,CUB,2018,0.765,
Cuba,CUB,2019,0.766,
Cuba,CUB,2020,0.759,
Cuba,CUB,2021,0.742,
Cuba,CUB,2022,0.764,
Cyprus,CYP,1997,0.777,Europe
Cyprus,CYP,1998,0.789,Europe
Cyprus,CYP,1999,0.791,Europe
Cyprus,CYP,2000,0.797,Europe
Cyprus,CYP,2001,0.804,Europe
Cyprus,CYP,2002,0.816,Europe
Cyprus,CYP,2003,0.825,Europe
Cyprus,CYP,2004,0.83,Europe
Cyprus,CYP,2005,0.833,Europe
Cyprus,CYP,2006,0.839,Europe
Cyprus,CYP,2007,0.845,Europe
Cyprus,CYP,2008,0.853,Europe
Cyprus,CYP,2009,0.857,Europe
Cyprus,CYP,2010,0.859,Europe
Cyprus,CYP,2011,0.863,Europe
Cyprus,CYP,2012,0.862,Europe
Cyprus,CYP,2013,0.863,Europe
Cyprus,CYP,2014,0.867,Europe
Cyprus,CYP,2015,0.874,Europe
Cyprus,CYP,2016,0.881,Europe
Cyprus,CYP,2017,0.891,Europe
Cyprus,CYP,2018,0.896,Europe
Cyprus,CYP,2019,0.901,Europe
Cyprus,CYP,2020,0.9,Europe
Cyprus,CYP,2021,0.901,Europe
Cyprus,CYP,2022,0.907,Europe
Denmark,DNK,1997,0.871,Europe
Denmark,DNK,1998,0.878,Europe
Denmark,DNK,1999,0.888,Europe
Denmark,DNK,2000,0.89,Europe
Denmark,DNK,2001,0.897,Europe
Denmark,DNK,2002,0.896,Europe
Denmark,DNK,2003,0.901,Europe
Denmark,DNK,2004,0.906,Europe
Denmark,DNK,2005,0.911,Europe
Denmark,DNK,2006,0.911,Europe
Denmark,DNK,2007,0.912,Europe
Denmark,DNK,2008,0.915,Europe
Denmark,DNK,2009,0.909,Europe
Denmark,DNK,2010,0.913,Europe
Denmark,DNK,2011,0.927,Europe
Denmark,DNK,2012,0.931,Europe
Denmark,DNK,2013,0.933,Europe
Denmark,DNK,2014,0.932,Europe
Denmark,DNK,2015,0.936,Europe
Denmark,DNK,2016,0.943,Europe
Denmark,DNK,2017,0.944,Europe
Denmark,DNK,2018,0.942,Europe
Denmark,DNK,2019,0.946,Europe
Denmark,DNK,2020,0.946,Europe
Denmark,DNK,2021,0.947,Europe
Denmark,DNK,2022,0.952,Europe
Dominican Republic,DOM,1997,0.628,North America
Dominican Republic,DOM,1998,0.634,North America
Dominican Republic,DOM,1999,0.64,North America
Dominican Republic,DOM,2000,0.646,North America
Dominican Republic,DOM,2001,0.651,North America
Dominican Republic,DOM,2002,0.657,North America
Dominican Republic,DOM,2003,0.66,North America
Dominican Republic,DOM,2004,0.663,North America
Dominican Republic,DOM,2005,0.674,North America
Dominican Republic,DOM,2006,0.684,North America
Dominican Republic,DOM,2007,0.692,North America
Dominican Republic,DOM,2008,0.697,North America
Dominican Republic,DOM,2009,0.701,North America
Dominican Republic,DOM,2010,0.707,North America
Dominican Republic,DOM,2011,0.712,North America
Dominican Republic,DOM,2012,0.718,North America
Dominican Republic,DOM,2013,0.722,North America
Dominican Republic,DOM,2014,0.728,North America
Dominican Republic,DOM,2015,0.739,North America
Dominican Republic,DOM,2016,0.759,North America
Dominican Republic,DOM,2017,0.761,North America
Dominican Republic,DOM,2018,0.763,North America
